,accuracy,precision,recall,f1,loss
0,0.59375,0.0,0.0,0.0,1.267047643661499
1,0.28125,0.2812499999991211,0.9999999999888889,0.4390243902074955,1.1932975053787231
2,0.5,0.49999999999843747,0.9999999999937501,0.6666666666194444,1.2437092065811157
3,0.375,0.3749999999988281,0.9999999999916667,0.5454545454123967,1.1773221492767334
4,0.34375,0.34374999999892575,0.999999999990909,0.5116279069362899,1.1214044094085693
5,0.53125,0.5312499999983398,0.9999999999941177,0.6938775509722614,1.033385992050171
6,0.46875,0.4687499999985351,0.9999999999933333,0.6382978722942507,1.0878829956054688
7,0.46875,0.4687499999985351,0.9999999999933333,0.6382978722942507,1.1042590141296387
8,0.375,0.3749999999988281,0.9999999999916667,0.5454545454123967,1.0798684358596802
9,0.3125,0.31249999999902345,0.99999999999,0.47619047615192744,1.1212365627288818
10,0.34375,0.34374999999892575,0.999999999990909,0.5116279069362899,1.0554447174072266
11,0.46875,0.4687499999985351,0.9999999999933333,0.6382978722942507,1.1691482067108154
12,0.375,0.3749999999988281,0.9999999999916667,0.5454545454123967,1.0651755332946777
13,0.5,0.46666666666511114,0.9999999999928572,0.6363636363173554,0.908532440662384
14,0.53125,0.5161290322563996,0.9999999999937501,0.6808510637819828,1.031506061553955
15,0.53125,0.4827586206879905,0.9999999999928572,0.6511627906507302,0.9887410402297974
16,0.625,0.5714285714265307,0.9999999999937501,0.7272727272231405,0.9657904505729675
17,0.53125,0.4827586206879905,0.9999999999928572,0.6511627906507302,1.0227501392364502
18,0.78125,0.6874999999957032,0.8461538461473372,0.7586206896004757,0.8181379437446594
19,0.65625,0.588235294114187,0.7142857142806123,0.6451612902688867,1.200937032699585
20,0.5625,0.46153846153668643,0.9999999999916667,0.6315789473218837,0.9436850547790527
21,0.65625,0.5416666666644098,0.9999999999923077,0.7027027026533236,0.7239949107170105
22,0.78125,0.714285714282313,0.9374999999941407,0.8108108107573412,0.8760793805122375
23,0.78125,0.631578947365097,0.9999999999916667,0.7741935483346515,0.759672224521637
24,0.46875,0.413793103446849,0.9999999999916667,0.5853658536142772,1.0820579528808594
25,0.71875,0.5624999999964845,0.8181818181743802,0.6666666666134432,0.9004440307617188
26,0.53125,0.3478260869550095,0.9999999999875,0.5161290322164412,0.8391121029853821
27,0.78125,0.642857142852551,0.8181818181743802,0.71999999994496,0.7754099369049072
28,0.625,0.47619047618820864,0.9090909090826447,0.6249999999509765,0.9039080739021301
29,0.875,0.8181818181780992,0.9999999999944446,0.8999999999460001,0.6298110485076904
30,0.71875,0.695652173910019,0.8888888888839507,0.7804878048249851,0.8990986347198486
31,0.5625,0.39130434782438567,0.9999999999888889,0.5624999999560548,0.9947296380996704
32,0.71875,0.666666666662963,0.7999999999946666,0.7272727272187329,0.7296134829521179
33,0.71875,0.6499999999967501,0.8666666666608889,0.7428571428039185,0.7303742170333862
34,0.6875,0.5999999999976,0.9999999999933333,0.7499999999493749,0.6556954383850098
35,0.75,0.5624999999964845,0.899999999991,0.6923076922550296,0.6342053413391113
36,0.71875,0.5294117647027682,0.899999999991,0.6666666666150891,0.7283809781074524
37,0.875,0.8260869565181476,0.999999999994737,0.90476190470805,0.46725335717201233
38,0.75,0.49999999999375,0.49999999999375,0.49999999994375,0.8187621831893921
39,0.65625,0.5652173913018904,0.9285714285647959,0.7027027026518626,0.693097710609436
40,0.84375,0.642857142852551,0.9999999999888889,0.7826086955977316,0.7118426561355591
41,0.71875,0.6086956521712665,0.9999999999928572,0.7567567567056246,0.6648603677749634
42,0.84375,0.6923076923023669,0.899999999991,0.7826086955962193,0.5080657005310059
43,0.75,0.6999999999965001,0.8749999999945314,0.7777777777240743,0.7781047224998474
44,0.84375,0.7499999999953126,0.9230769230698225,0.8275862068413794,0.5007109642028809
